53498,74384,22337,61992,10667,61850,89238,72364,20076,54592,52112,68290,8815,65045,28750,96304,41330,33870,89912,18051,74130,28075,52092,76379,89930,99212,94850,54133,11622,97728,65023,32523,87962,58100,67396,93798,34680,22352,79177,33948,18821,21303,6711,31143,51205,70862,48150,53977,2525,46883,27460,68168,21534,66154,60980,96472,54732,77917,24580,76775,9211,69175,9406,63408,45430,64225,36470,27135,63909,96251,80917,33365,85201,43293,71846,34241,98509,65149,26872,5616,89254,93725,3727,90914,95219,13630,38355,33943,29842,18072,21916,51703,49775,16100,38555,24774,14715,97033,61929,97560,
29853,41705,59596,98844,2235,46700,30599,55782,71847,24630,46968,90300,7452,86332,8567,90330,81700,24956,13983,7509,79131,60685,65278,50991,85898,40810,24857,10521,95356,78901,91383,80978,22228,62069,66059,25384,41623,37636,73872,57675,62128,22297,80175,62873,13117,68962,46902,47165,24218,84578,89680,87547,50119,19244,93389,25288,75078,98106,30956,26351,98996,16943,48477,68356,10464,9918,92076,75900,8649,19847,92987,74318,36962,87606,4766,57933,79814,29044,58084,14881,79192,93726,91571,3216,26625,8955,66666,57144,62657,14860,22537,37625,94712,39552,36881,87371,36577,27712,475,4019,
9195,69907,53094,5629,89524,49750,71054,74611,26067,90499,44474,98329,11710,87401,89513,77447,64224,3155,71586,5360,44230,62829,34489,41601,56831,91418,49807,16658,68508,10111,24546,97093,64051,20373,9464,9413,43558,46740,5252,38649,72459,29328,97796,57093,33790,1334,64618,41257,58862,48848,60273,67586,48591,83211,99526,23996,94476,27938,15064,67018,95665,2368,52761,12690,71496,876,19468,10969,57249,61860,67385,34600,46015,49905,87730,66902,79394,32870,42480,23309,10865,12973,38392,52139,76484,57639,96036,98739,6270,47082,91521,31267,87774,10054,73356,20213,55525,16369,6316,39666,
25766,70770,5235,97066,67778,98499,9494,80663,19299,19015,26616,41260,83802,61289,39334,79382,61410,96867,53143,21025,21070,28609,82657,51186,11558,90836,37659,87388,72372,3671,64337,69677,49918,9154,2594,39661,40834,12775,57328,64112,44554,27327,30241,44238,82529,21044,92902,76317,48426,47757,70699,76428,42218,96229,5744,48612,26620,79919,96996,88339,61008,86371,76462,40974,85506,14500,32925,27512,81460,52642,5098,48028,62017,74786,64309,91560,80021,33131,70778,82120,9329,76901,24743,37002,51434,21426,25936,40663,45463,42439,9733,28700,30593,85961,6313,93558,69582,59081,55073,83263,
34974,5214,40780,76836,8472,63199,99563,72690,84741,40109,83178,70698,84744,58543,96720,35342,4375,21994,21229,90049,608,57869,41162,33617,19421,50191,74905,42099,66220,8414,65544,46081,31492,11100,33328,32083,47513,923,28815,50150,58733,17395,61466,90095,25668,63143,65971,47280,64612,53336,35802,31588,62635,51688,21910,40040,75368,64215,91662,49381,91128,35985,15433,10907,10714,16596,4748,18175,27423,9904,68337,96815,58602,94396,9383,50617,26309,52810,67336,95990,81479,71122,63618,99682,20782,79088,74959,66329,73564,30959,15106,48696,11350,54801,56489,68790,39721,52834,20148,3206,
52778,54941,58918,92267,23427,66713,57424,98882,24439,81355,50495,3107,98966,38509,78908,6770,22355,46286,9064,85980,79433,63565,78494,18823,97722,93664,28167,17062,11119,53515,25222,24435,56432,93561,85562,87915,27640,6220,28474,40101,96044,95766,68308,98920,36240,44239,23628,24746,93583,47849,39341,85264,48320,77799,68838,12211,42667,60824,93408,53395,62868,67074,44269,98127,90464,36495,59009,1676,12076,436,61533,18843,99035,91346,48259,33230,39126,38562,74663,76590,40032,87244,48850,92328,97939,14731,4262,42186,53843,48408,34261,63609,16303,82672,77362,68081,70266,16383,31821,94665,
20555,724,38173,97022,726,54719,65745,92183,74843,54542,99245,44598,65637,62536,35492,7694,89260,97043,94605,5156,70983,34425,76696,94782,47237,61748,2950,32841,77731,59012,18240,34726,25058,51385,37535,87656,65829,53708,25872,35566,37877,90787,17317,73081,18314,43600,14064,28397,86704,95849,42038,66112,86920,72105,85619,58020,83030,82805,28559,69239,68590,66841,20053,77725,88567,34349,84781,98825,48563,61752,49117,88849,42795,20013,92478,99491,46033,75904,461,95647,38091,49039,3282,25429,18069,47198,3205,40206,59426,79210,77218,99899,17965,14791,69486,21429,8714,23954,24664,54688,
49963,3473,18492,33910,26044,31832,77557,53676,64185,37974,94071,38372,86291,9818,61242,7363,99854,99896,54230,84593,46172,54056,441,16641,41007,24953,31360,18695,5844,51374,72948,5456,3741,86128,95064,97482,44473,7211,5464,38114,18889,78638,86411,30934,9095,99251,31351,86952,90227,65940,72883,25283,38984,9529,40668,397,95718,98480,30435,95440,58035,99456,90646,29654,51740,97759,67900,76138,92817,83638,60779,86090,55634,35639,28886,36435,65189,18910,55415,94525,43062,35292,79295,90317,21796,69952,20117,14208,15,29901,41775,86924,78733,45214,65086,63132,44389,38116,52207,88947,
92502,14282,82524,28729,33167,79343,18671,94824,21672,33984,46622,97546,42352,81283,30749,53946,21828,40570,67785,4989,44349,55498,38937,96753,19472,2799,41730,71676,44650,15635,10658,78872,97358,85858,75843,41109,38377,92497,84609,38201,59261,11511,94261,55518,1500,74412,92136,96549,58707,6511,82126,91398,73714,81532,20007,36535,54000,54730,9005,59777,62804,58502,91870,46103,53038,23423,65641,48093,57183,43429,59803,7113,38981,25530,24737,93041,89574,83734,54280,96394,83348,34027,14680,94840,37397,41596,14012,10685,69066,80236,36332,23099,71711,54818,41641,66187,66590,69141,73743,79104,
96265,17189,30894,17233,6626,9240,92457,61128,67054,94975,22490,41382,44906,7224,65407,43197,69322,51909,81124,72199,52771,6123,14600,99995,66912,45945,73185,72172,24278,20757,24753,24495,84176,24608,7726,59623,89248,45015,3990,88607,83397,52100,69347,48073,87566,13695,82017,7100,46836,15767,48136,67001,81539,49522,32983,82049,31343,88074,51712,98964,98077,6227,4104,57165,15794,40060,16575,90306,83292,28832,58536,49290,34930,49194,43858,95818,11628,86688,10480,81696,93445,67286,44245,83299,69778,78383,90497,78255,10531,19037,71093,84731,69123,25784,98030,101,2109,51106,26502,78576,
26541,59101,9219,11691,34231,19455,46680,86588,25513,34223,3312,55516,94866,8486,9326,86032,14827,15569,22796,31251,55617,42222,4718,20481,40104,67640,54286,78060,65647,95912,27944,41599,9321,36472,18966,46477,16287,34063,68950,72329,43228,38413,34840,6409,24748,5845,83896,47130,85558,44892,69266,36775,59110,56343,6510,92868,29560,5279,25879,72633,63119,4321,54643,99951,50157,25134,34430,2568,82057,96412,4129,70940,21482,79889,72547,28535,59169,57024,88,42955,68451,79937,53788,32738,83364,11494,4914,65264,62335,58090,44606,93741,61102,49448,35371,1616,56167,71634,54609,40167,
14632,98070,36492,26409,66627,96940,99211,43431,14200,44321,22589,52144,76376,91978,12750,23917,36584,23140,56449,70749,6879,59299,17325,45890,85706,71188,210,87565,32163,33918,57912,14690,94640,30199,34369,25430,63722,95967,25747,90931,9984,49967,9020,12830,4983,62288,28210,98581,91632,64770,76215,93968,58538,20296,61854,40223,41247,57711,7813,13119,71831,11692,28857,32970,91316,33828,18158,13175,60163,40110,63208,35879,53278,61609,56282,56525,61525,71077,95827,59181,48156,3088,83457,65776,15841,87574,18850,74810,12104,15514,44596,94543,85769,78603,21902,21246,10748,90983,74427,28812,
87051,40926,72116,26453,34155,7720,58804,81976,84043,36516,11095,12460,55377,69383,25746,69902,80029,20625,13652,28979,92181,51901,46121,73886,74531,78892,40705,74650,95984,68582,53467,71305,31003,75515,51030,96339,75998,49320,84736,13563,433,84690,69118,75707,81516,94244,71734,87121,13200,84862,23569,58463,17204,51111,69532,28213,14910,27580,19923,26133,17780,38685,61305,53563,78776,58789,3825,15478,30750,3621,48242,96811,80842,69395,80017,70279,83380,74580,53790,81071,96884,45148,20666,15742,43092,18500,82576,20699,21759,88093,56067,37983,52850,31554,85292,98939,77609,82971,82984,15780,
82316,31671,32735,94953,51033,94819,57584,80702,66452,12717,20878,16526,64807,53518,31248,42133,78480,50440,13764,9345,74935,54350,11429,60998,25870,30086,39443,71091,72108,31485,93149,67146,84740,58629,66068,1381,65862,86114,69337,91231,18136,59979,4314,67997,84281,72272,22425,44669,60463,83604,4697,25812,69240,22983,36376,51393,56236,85255,52080,90561,66845,83622,25773,45327,83258,88012,54471,36173,2874,16358,75015,4825,75944,6961,78403,13521,55025,46181,13760,29467,31501,36243,41859,9737,91426,98936,19712,54867,9380,68046,87517,70162,88516,49373,85841,56681,98654,23899,38686,42756,
95227,71403,9471,39429,25403,25536,163,36402,60671,80644,97594,43252,41167,64520,15130,574,3963,33046,84373,19869,85415,20338,97274,17143,90222,54558,36631,15722,88051,50084,98454,77911,15152,4182,89077,56379,74651,25546,9826,90916,27562,25923,30103,47152,66376,24065,43659,40204,15613,67605,89329,94352,63394,46367,40726,48890,6334,67394,70645,49247,58142,54219,95936,8801,86645,76293,21048,76017,76065,10109,98263,53658,40362,29704,22671,23382,19610,35355,28031,46567,14026,20713,820,87630,15461,3819,37361,26156,99709,92410,29190,53530,86338,24255,88459,37349,38658,31900,20868,92128,
45667,42492,37666,89330,98097,86616,44944,31527,72719,62125,96141,16939,2386,75646,64936,2091,92631,47030,45881,34187,83082,58842,15454,82153,17836,77891,29877,52924,15414,44710,47454,39653,85925,8142,83676,15419,77443,79986,24475,1493,11561,52128,69712,13121,35199,97253,36943,73291,53072,74178,65383,43451,64128,61310,68866,46695,10947,3030,45335,77311,2545,93616,28529,10796,79106,56796,46462,99935,10824,41780,1856,68275,29469,21920,86234,23138,12541,12230,32257,87018,36409,30411,98970,41664,522,3566,85483,93892,45959,88974,5734,86563,71442,19165,95462,7437,67984,85654,59044,71147,
68364,54743,63050,39473,2094,25532,34017,34090,79234,58476,53496,5958,84259,17565,99022,85233,40108,34589,65102,71116,39125,97226,92982,10689,5510,38522,52639,50529,56862,38820,71359,35071,65182,66428,5648,8183,27005,54544,54338,85173,16663,76972,79151,92934,65692,97923,30811,45824,91116,95235,51547,28735,23641,11569,81636,41457,83404,42927,33433,53876,7117,21106,23812,88304,29169,74483,39133,15482,63736,12671,28932,37984,4485,39328,38917,94604,10354,93155,48745,8483,39167,53387,67977,76332,70203,57147,58774,2754,743,86442,80414,88081,98890,64586,17496,19451,51892,94196,90835,65674,
82956,46974,37541,42070,75089,78803,78932,77711,53102,35529,36933,22777,51061,47429,17955,4191,39318,76707,58494,90458,1255,63292,33566,99220,52062,24062,97848,72649,1289,79623,95642,3185,72282,32906,92285,11822,57592,45187,62082,22530,52103,55559,70004,62074,68085,65373,59235,45809,86768,70543,15747,68626,33037,87778,64146,95243,93749,89920,70344,53713,53027,11672,34110,21835,97648,22347,33386,82887,58907,13147,68875,27817,21993,7443,62745,55501,8857,25953,97496,6203,37053,78346,71049,93915,2337,92845,54994,32504,3351,58385,47494,32225,26715,25233,99527,89190,55098,29575,58951,20863,
92368,3486,57168,43952,84723,34806,42984,86031,28062,33310,77762,61683,71149,17932,13484,90231,9729,5102,31259,16494,92600,10832,56198,95781,46327,67102,88153,45662,51439,85808,58042,93569,37776,82457,10278,67575,84930,53225,73374,6535,71895,28640,49747,66046,43346,67688,34129,87427,44082,95813,95927,12075,26844,12163,82582,45919,8895,61281,12542,37454,40751,52032,77302,513,8121,69586,20285,94039,31809,50669,99436,58445,33927,52907,99389,60528,8270,41411,63173,74387,10352,80006,36789,88245,43254,41598,51638,79992,17888,63770,97289,33336,85778,8650,7251,63505,56317,92768,91821,2257,
54620,82434,34779,1877,15497,14182,46803,75344,39985,36518,55061,67306,30144,98573,92064,87791,16424,77884,3596,13457,48729,34711,1788,16077,86050,26213,16478,83510,8678,22224,92413,28331,45559,4123,6025,29052,8080,31660,54634,31886,87111,42598,71632,12032,64201,6328,51555,21358,86823,76206,78061,54137,79351,61094,62180,27585,13603,82649,76865,36884,19922,94340,98206,10577,93607,37268,78140,29054,34519,99082,41477,47230,86822,26820,66623,71554,83597,53963,67523,35757,44695,29523,95361,39190,47320,97736,70239,23473,72170,47290,22797,57763,48474,78323,58202,52515,44980,81740,22342,57781,
43798,2469,93449,13542,25804,15957,62811,114,94375,47353,49205,11271,16628,27257,43007,8241,87749,78226,24251,15028,62262,76204,13240,21239,69332,15351,95152,49027,34285,56022,37941,70682,47896,22251,25198,92690,90782,89003,96066,89759,40267,10027,23839,94689,9774,25337,87150,45243,19572,57250,40522,85513,7204,51076,97088,22924,54900,28146,26264,70748,78068,36368,48616,92222,33885,73799,74075,94830,28492,22108,7445,52155,9275,64207,57652,785,95659,66542,22523,45990,33463,13662,74182,85418,43374,36557,38323,1543,73780,8522,40997,68830,89446,72202,9693,75953,96118,66665,63838,62356,
4711,31702,77266,13380,17727,87831,49464,18851,37440,84324,17506,96522,46091,7814,92725,95312,27420,36408,63695,90253,72741,43835,96127,90801,48784,52824,10114,12807,18135,35400,92581,18953,45475,91996,40240,47131,29101,43460,951,54551,1553,89223,83018,46987,31253,98855,75309,19001,7952,1252,83942,42178,89715,75210,29217,89973,13925,16804,28627,92596,6904,50786,86480,32548,10276,47641,49900,88581,92673,65669,23533,17758,91865,53052,3393,31086,29313,54893,23281,79134,866,85158,23022,44119,82448,4724,92379,11000,253,57240,43477,13199,31069,91900,47126,12024,46881,1429,98904,10778,
2427,35215,19862,50292,28262,81135,94024,18952,68706,35749,9647,74393,44743,98921,10286,10401,63576,98951,51866,36845,72029,42071,16900,58622,12589,98606,15627,71177,50785,1349,71639,6727,79731,94582,8774,58893,54692,59863,44700,93750,79487,46342,5512,65029,49945,88469,93799,11573,49324,1560,77886,20588,47104,17179,91859,65573,99100,15341,55775,13745,27363,98834,90449,38101,48989,90908,61851,52750,1554,50036,77100,72183,56713,15549,57920,19620,30805,81762,63836,37942,11287,54621,68096,66041,19900,36793,14844,65356,60190,67351,49319,95259,56573,15228,61101,16653,1094,9309,71763,74661,
1826,62054,91552,41655,96280,18105,48502,41230,82100,64793,86298,58185,15900,7677,50116,42642,26780,47452,5978,61229,90371,77062,23901,9523,4294,23831,35705,26643,39023,31521,57727,2893,33749,36877,67435,68894,57890,65935,19329,38715,47486,53794,73071,36720,90819,68087,57177,77127,26723,14618,58027,39124,6800,68499,13444,29365,41020,64990,59470,46216,8341,92505,63819,36591,83965,29048,18721,15455,75387,56014,87609,61470,71618,97372,92643,33298,86649,21384,21846,72220,36004,74622,79749,29108,22312,22121,84238,1066,17853,48318,62977,17768,88753,18043,42554,15664,65181,43534,21284,13466,
60551,95920,34753,25418,39415,91678,28715,52530,56346,14447,27480,75987,45088,3953,59807,25388,79287,3981,70199,43844,8938,62542,21851,90146,40510,30567,63334,27755,74685,75600,60133,49736,58912,12797,47675,17855,47838,67399,94900,74727,75848,80367,44133,49636,59843,81415,51873,69848,24730,44209,91876,87525,61365,53535,69713,29899,39536,52085,34783,11168,54108,12646,93730,18213,27851,94308,97328,24411,24866,47586,79852,61505,55118,87993,62588,80656,45467,4027,96558,38072,54975,93781,12883,72610,78035,34777,61176,8721,74129,94624,15568,90327,33085,95063,3278,97179,11567,50857,76791,18258,
38301,27121,69546,62119,42681,63539,88674,88349,61448,35123,34554,42022,40161,35918,25818,42217,5921,19283,39342,28730,66221,63320,69316,73162,21989,25138,86121,61795,99572,85076,10107,83801,41717,12447,87203,67697,86391,49018,66379,1202,41816,18186,79025,50160,44051,2333,38483,54992,94362,40340,74468,1216,72916,27156,33808,94872,77028,47794,26572,67881,32091,69568,81827,93036,74916,66571,49101,72063,78915,87538,51421,28737,74869,90059,81985,51042,39523,57231,23082,91530,22392,59377,99665,91402,75201,2725,29258,91909,45510,5389,40674,42464,19393,66459,28357,20499,28514,2296,78843,12735,
37170,35504,93625,95572,46406,95999,28377,91442,37483,81654,73627,75093,3533,15210,9544,639,42807,87313,76261,14289,61927,70206,90420,95571,59851,53727,50664,11355,6949,35089,36733,39062,28249,14119,54862,2058,12580,62870,89342,20063,2340,969,74424,89033,53834,14664,4412,56305,38985,41157,55312,67476,73981,87509,42508,33951,65396,331,86020,89288,98519,27393,18786,37981,96861,12836,81189,59384,11149,78362,69387,86173,71102,87381,55672,63579,72872,76,83997,8020,25597,81930,50102,52244,88101,41150,10567,96545,78966,4516,99772,33005,86886,79535,16778,70455,39736,10807,10936,31356,
85227,1809,68949,47874,94635,8446,79249,20062,12185,79409,42339,39286,46767,52472,55333,51109,68145,20237,60360,91257,27060,33472,41228,42691,87977,11394,3895,3113,64805,29900,9812,79924,55677,97469,56157,258,50889,15029,31222,423,36813,56781,66578,74114,77288,6913,14222,18676,68309,34609,92016,69945,47948,85988,75812,77099,36215,3563,66903,51974,12487,12940,43175,51091,12467,39828,77806,22479,74656,88730,20606,92597,91713,12482,2377,16580,29063,3304,57003,60647,49262,56254,7423,17960,56239,78359,51919,6114,75124,62394,87437,85021,42015,92511,15162,60959,54959,70985,55985,12247,
8063,86377,35301,20684,38682,40921,19086,39323,96709,4433,78314,4713,61877,25720,5295,64015,97458,13582,29277,15127,35567,56295,55224,59607,72472,85679,68856,41882,80913,95775,21848,24381,78107,32953,31411,83159,63278,67561,94400,71422,87356,8737,3192,23711,88904,48759,18681,96778,60733,19286,28579,31903,62316,90487,28799,30068,29511,12003,54550,75905,94255,68765,98577,1612,28400,6011,31763,21301,16854,75406,94752,98831,77003,10607,72953,47521,72577,21820,64304,18094,95180,8652,63892,20719,40700,5165,7074,84083,28063,24657,51825,34565,17408,95232,64881,5322,86033,13002,94061,88550,
7316,28534,11543,61428,82508,44704,79480,54972,4645,90082,95389,96324,4922,35576,27908,87996,91515,58134,40014,95191,95045,40620,97852,71386,33639,75305,15131,9322,44703,62879,17973,80604,30954,82315,17409,25446,40662,21926,60130,48954,39898,49962,4875,1746,69598,87615,62475,79694,45873,83041,4069,38132,36349,23441,88653,116,63780,47864,66128,76126,25922,56215,20307,37374,70307,32864,23707,65559,77332,26414,11985,82675,87741,98607,32156,73183,56951,39310,4505,69875,32190,86873,23352,83646,52294,8088,12449,38217,89179,35923,9694,44084,77973,64723,31536,95806,71972,13867,57420,3764,
26733,11294,20464,69403,96275,8208,98050,97607,22733,11039,53272,1163,7114,74522,54439,17293,60699,73528,5586,66296,55083,66818,5285,7471,40072,50793,37353,26457,56374,50872,24803,79389,55803,74824,59510,12103,73251,62624,2605,29749,50805,88570,1706,51490,39454,14593,72517,73606,18776,28158,17859,40890,24169,23300,44609,20554,29151,32525,97598,68920,49251,42916,14797,88076,68538,87105,92856,20560,5582,57290,59417,67686,19631,74095,69613,63167,86580,76101,70635,57149,95512,97430,3559,71450,24092,86913,47942,37228,35162,57758,4877,60490,59912,21476,38996,97056,3901,60381,34760,48653,
72344,73144,75371,98034,70515,2155,45210,38815,57852,78268,39448,99787,5317,68379,38867,79220,78159,5217,70746,3276,33199,16181,62178,27888,62816,99346,80438,32765,85237,44641,65441,83861,73977,19984,38647,24595,39456,59855,3896,92203,89050,46252,98893,13035,25614,68067,50904,84438,79518,86109,10486,53804,82966,21607,84997,42706,77968,29310,16076,28385,28617,17539,40295,38600,36760,6482,55843,61712,59760,51511,2544,54067,6570,79467,41450,21453,71012,95223,65543,42853,51810,46655,62156,34970,98363,72123,54712,59149,88620,33568,83913,90156,44483,76177,51432,49134,37971,27119,83107,11942,
35794,50428,85607,9980,38334,95536,41027,28194,97264,31302,62767,70205,16384,12815,75623,12300,49984,37898,51906,83423,98400,13480,71444,97926,71100,41797,84583,67638,57851,85349,2317,38684,87083,41143,48613,45710,13829,66969,15491,35439,95648,54979,98104,76788,74267,34602,65505,82470,1673,14204,68882,22772,74528,12191,85849,79071,70144,58262,9337,6299,10662,75220,29406,31525,95408,45539,50446,30728,79032,3453,38340,47642,44766,60500,9143,81333,68250,28392,97824,4911,12899,18775,69996,48781,71858,90230,68438,98391,14511,78948,38320,71982,1067,2997,43509,75581,28191,10972,87573,73846,
50338,48539,47424,22682,30935,85111,11775,57883,11505,53831,22879,38655,7028,4367,47568,83894,95801,77882,22951,93706,58611,25317,59549,30931,2802,74757,31134,68867,95046,34639,12615,87684,14503,68082,34200,24170,83710,70321,63374,48377,77113,49820,48181,34120,30334,71233,63774,1212,55252,73643,3988,88168,99985,31344,43146,85251,30042,59055,8167,82267,94351,12501,99475,12665,61106,8488,48634,95632,48944,98279,5949,99506,24401,16417,58007,81039,40679,90225,19934,84190,73406,63620,99685,36565,84659,46459,51424,5968,11738,79910,96117,12072,40733,67559,84422,6044,50210,36126,40467,55645,
32021,57760,24130,15803,87757,99662,45875,84524,65578,42294,11574,18544,2175,78969,33337,78841,19902,82410,67404,19246,24082,97599,44372,9753,40596,49939,61514,87073,20392,25691,30533,27325,62237,48109,43986,22925,52876,84330,51130,1685,18355,42890,31038,76664,79127,19506,51005,51120,52589,83542,31256,54934,90838,76157,11307,10538,54758,37067,48579,485,10780,53950,6324,84167,72336,29423,29792,86951,51986,65643,34805,1796,15916,80783,51160,24559,71937,78806,92134,70389,39202,86254,95774,41949,77131,40574,44826,14770,76521,93492,99338,68360,10705,75638,47071,74907,14313,2439,92199,93075,
8169,9119,47416,70694,55856,75326,42180,68673,16264,35409,46498,49713,71084,50539,94795,1097,28324,79875,22344,96826,5274,28783,10926,12456,16797,27077,13373,8240,21986,29914,9675,34545,53356,87589,69328,95565,76885,2556,99485,22713,77182,84901,41593,15267,84341,45201,21667,61451,38761,35931,91330,45390,25688,70100,58856,31474,20979,31429,99378,29497,76548,7255,68144,880,25971,42669,16289,58004,98596,23025,36861,70459,81870,70487,58241,46775,64007,98189,89869,32807,87260,97134,42534,30387,37606,32838,14107,37457,19928,86206,54936,54912,93654,7531,52183,60030,1068,96018,76373,8664,
